Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,375 Mbps","0,5 Mbps","0,512 Mbps","0,625 Mbps","0,75 Mbps",1 Mbps,"1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,11 Mbps,12 Mbps,13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,19 Mbps,20 Mbps,21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,11 Mbps","25,5 Mbps",26 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,49 Mbps,50 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,82 Mbps,83 Mbps,85 Mbps,90 Mbps,92 Mbps,95 Mbps,100 Mbps
FORMOSA,Patiño,Ibarreta,34035080,,,,3,,,,1,,,102,,,236,,,119,,30,74,,,,,,174,,,,,24,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Patiño,Juan G. Bazán,34035090,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Patiño,Las Lomitas,34035100,1,,,4,,,,1,,,,,,219,,,52,,610,127,,,,23,,458,,,,,74,,,,,11,,,,,,,,,,,,,,5,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
FORMOSA,Patiño,Posta Cambio Zalazar,34035110,,,,,,,,,,,,,,28,,,5,,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Patiño,Pozo del Tigre,34035120,,,,,,,,,,,,,,119,,,38,,24,28,,,,,,17,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Patiño,San Martín I,34035130,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Patiño,San Martín II,34035140,,,,,,,,,,,,,,262,,,68,,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Patiño,Subteniente Perín,34035150,,,,1,,,,,,,,,,34,,,19,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Patiño,Villa General Güemes,34035160,,,,,,,,,,,,,,373,,,46,,22,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Patiño,Villa General Manuel Belgrano,34035170,,,,,,,,,,,,,,327,,,68,,33,19,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pilagás,Buena Vista,34042010,,,,,,,,,,,,,,172,,,16,,23,1,,,,,,,,,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pilagás,El Espinillo,34042020,2,,,,,,,,,,,,,232,,,28,,31,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pilagás,Laguna Gallo,34042030,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pilagás,Misión Tacaagle,34042040,1,,,,,,,,,,,,,102,,,23,,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pilagás,Tres Lagunas,34042060,,,,,,,,,,,25,,,70,,,8,,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pilcomayo,Clorinda,34049010,,,,,1,,,35,,,717,,,587,,,16,,155,1115,,,,,,633,,,,,,,,,,244,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pilcomayo,Laguna Blanca,34049020,315,,,,,,,,,,54,,,,,,,,38,,,,,,,,,,,,,,,,,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pilcomayo,Laguna Naick-Neck,34049030,0,,,2,,,,,,,94,,,116,,,21,,32,8,,,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pilcomayo,Palma Sola,34049040,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pilcomayo,Puerto Pilcomayo,34049050,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pilcomayo,Riacho He-He,34049060,0,,,,,,,,,,,,,334,,,47,,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pilcomayo,Riacho Negro,34049070,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pilcomayo,Siete Palmas,34049080,,,,,,,,,,,15,,,56,,,3,,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pirané,Colonia Campo Villafañe,34056010,,,,,,,,,,,,,,23,,,3,,31,1,,,,,,52,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pirané,El Colorado,34056020,,,,5,13,,,,,,875,,,130,,,19,,61,812,,24,,31,,63,,48,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pirané,OTROS,Sin Datos,,,,,,,,,,,,,,35,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pirané,Palo Santo,34056030,,,,1,,,,34,,,65,,,247,,,69,,34,14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pirané,Pirané,34056040,102,,,3,,,,,,,,,,174,,,32,,62,980,,,,,,2,,120,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Pirané,Villa Kilómetro 213,34056050,1,,,,,,,,,,,,,112,,,9,,37,2,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Ramón Lista,El Potrillo,34063010,,,,,5,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Ramón Lista,El Quebracho,34063030,,,,,10,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORMOSA,Ramón Lista,General Mosconi,34063020,,,,3,5,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FORMOSA,Ramón Lista,OTROS,Sin Datos,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Cochinoca,Abra Pampa,38007020,,,,2,1,,,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Cochinoca,Puesto del Marquéz,38007060,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10620,,,,,,,,,,,,,,,,,,,,,,,11251,,,,,,,,,,,,,,,,,,,,
JUJUY,Doctor Manuel Belgrano,Guerrero,38021010,,,,,,,,3,,,,,,6,,,,,,21,,,,,,53,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Doctor Manuel Belgrano,León,38021030,,,,,,,,,,,,,,,,,,,,,,,,,,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),38021060,,,,2,1,,,442,,,428,,,708,,,428,,,2533,,,,,,3832,,22758,,,242,,,,,1951,,,,,343,,,,,94,,,,,,,,,,,,,15332,,,,,,,,,,,,,,1,,,,,,6745
JUJUY,Doctor Manuel Belgrano,Yala,38021070,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,El Carmen,Aguas Calientes,38014010,10,,,,,,,,,,6,,,,,,,,10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,El Carmen,El Carmen,38014040,,,,1,1,,,1,,,,,,491,,,1,,144,132,,,,,,496,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,El Carmen,Los Lapachos (Est. Maquinista Verón),38014050,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,El Carmen,Manantiales,38014060,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,El Carmen,Monterrico,38014070,,,,,1,,,,,,,,,539,,,,,132,10,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,El Carmen,Pampa Blanca,38014080,1,,,,1,,,,,,,,,179,,,,,35,4,,,,,,63,,,,,2,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,El Carmen,Perico,38014090,,,,,1,,,,,,1,,,956,,,,,883,10,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,El Carmen,Puesto Viejo,38014100,,,,,1,,,,,,,,,58,,,,,26,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Humahuaca,El Aguilar,38028020,,,,1,,,,,,,,,,,,,,,,,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Humahuaca,Humahuaca,38028040,,,,1,1,,,,,,,,,7,,,,,,109,,,,,,610,,,,,1,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Humahuaca,Tres Cruces,38028050,,,,,,,,,,,,,,,,,,,5,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Humahuaca,Uquía (Est. Senador Pérez),38028060,,,,,,,,,,,,,,,,,,,5,1,,,,,,41,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Ledesma,Caimancito,38035030,,,,,1,,,1,,,,,,26,,,,,8,20,,,,,,178,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Ledesma,Calilegua,38035040,,,,,1,,,,,,58,,,20,,,,,466,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Ledesma,Chalicán,38035050,,,,,,,,30,,,19,,,4,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Ledesma,Fraile Pintado,38035060,,,,,1,,,126,,,10,,,14,,,,,10,80,,,,,,522,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,538,,,3,,,,376,,,637,,,452,,,1,,2054,,,,,,,3456,,,,,,,,,,150,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Ledesma,Yuto,38035110,1,,,,,,,,,,34,,,88,,,,,49,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Otros,OTROS,Sin Datos,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Palpalá,Carahunco,38042010,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Palpalá,Centro Forestal,38042020,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,9,,,1,2,,,,,,1931,,,,,,2406,,,293,,,,168,,84,,,,,9,,,,,809,,,,,10,,,,,,,,,,,,,,,,,,1254,,,,,,,,,,,,,,,,,,,,
JUJUY,Rinconada,Coyaguaima,38049007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Rinconada,Lagunillas de Farallón,38049010,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Rinconada,Liviara,38049020,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Rinconada,Loma Blanca,38049025,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Rinconada,Nuevo Pirquitas,38049030,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Rinconada,Orosmayo,38049035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Rinconada,Rinconada,38049040,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,San Antonio,El Ceibal,38056010,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,San Antonio,Loteo Navea,38056020,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,San Antonio,San Antonio,38056030,,,,,1,,,,,,,,,63,,,1,,20,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,San Pedro,Don Emilio,38063030,,,,,,,,,,,2,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,San Pedro,La Esperanza,38063070,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,San Pedro,La Mendieta,38063090,,,,,1,,,,,,110,,,38,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,San Pedro,Rosario de Río Grande,38063150,,,,,,,,,,,11,,,6,,,,,39,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,San Pedro,San Lucas,38063170,,,,,,,,,,,,,,8,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),38063180,,,,,1,,,416,,,678,,,1714,,,,,358,1553,,,,831,,2304,,463,,,139,,,4,,399,,,,,5,,,,,46,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
JUJUY,SANTA BARBARA,El Fuerte,38070010,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,SANTA BARBARA,El Piquete,38070020,,,,,,,,,,,,,,1,,,,,,5,,,,,,60,,,,,1,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,SANTA BARBARA,El Talar,38070030,,,,1,5,,,,,,,,,38,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,SANTA BARBARA,OTROS,Sin Datos,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,SANTA BARBARA,Palma Sola,38070040,,,,,1,,,21,,,67,,,11,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,SANTA BARBARA,Santa Clara,38070060,,,,1,,,,1,,,,,,5,,,,,20,12,,10,,,,81,,2,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,SANTA BARBARA,Vinalito,38070070,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Santa Catalina,Casira,38077010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Santa Catalina,Ciénega,38077020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Santa Catalina,Cieneguillas,38077030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Santa Catalina,Cusi Cusi,38077040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Santa Catalina,Misarrumi,38077060,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Santa Catalina,Oratorio,38077070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Santa Catalina,Paicone,38077080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Santa Catalina,Santa Catalina,38077100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Susques,Catua,38084010,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Susques,Coranzuli,38084020,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Susques,El Toro,38084030,2,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Susques,Huáncar,38084040,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Susques,Jama,38084045,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Susques,Mina Providencia,38084050,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Susques,Olacapato,38084055,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Susques,Olaroz Chico,38084060,1,,,,,,,,,,1,,,,,,1,,,1,,,,,,30,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Susques,Pastos Chicos,38084070,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Susques,Puesto Sey,38084080,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Susques,San Juan de Quillaqués,38084090,,,,,,,,,,,,,,,,,,,5,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Susques,Susques,38084100,11,,,3,1,,,1,,,2,,,,,,4,,,,,,,,,280,,,,,,,,,,5,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Tilcara,Huacalera,38094020,,,,,,,,,,,,,,,,,,,5,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Tilcara,Juella,38094030,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Tilcara,Maimará,38094040,,,,2,,,,,,,,,,,,,,,5,,,,,,,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Tilcara,Tilcara,38094050,,,,1,1,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Tumbaya,Bárcena,38098010,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Tumbaya,El Moreno,38098020,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Tumbaya,Purmamarca,38098030,,,,,,,,1,,,,,,,,,,,,14,,,,,,58,,,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Tumbaya,Tumbaya,38098040,,,,,,,,,,,,,,,,,,,,,,,,,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Tumbaya,Volcán,38098050,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Valle Grande,Santa Ana,38105040,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Yavi,Barrios,38112010,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Yavi,Cangrejillos,38112020,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Yavi,La Intermedia,38112040,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Yavi,La Quiaca,38112050,,,,,1,,,342,,,,,,,,,,,,320,,,,,,3,,,,,,,,,,75,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Yavi,Pumahuasi,38112070,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUJUY,Yavi,Yavi Chico,38112090,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA PAMPA,Atreucó,Doblas,42007010,1,,,,1,,,,,,247,,,,,,103,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
