Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,
ENTRE RIOS,Tala,Durazno,30091020,12,- 0,- 0,- 0,- 0,- 0,- 0,44,56,
ENTRE RIOS,Tala,Gobernador Echagüe,30091040,- 0,- 0,- 0,- 0,22,- 0,- 0,- 0,22,
ENTRE RIOS,Tala,Gobernador Mansilla,30091050,- 0,- 0,- 0,- 0,160,- 0,- 0,21,181,
ENTRE RIOS,Tala,Gobernador Solá,30091060,- 0,- 0,- 0,- 0,25,- 0,- 0,- 0,25,
ENTRE RIOS,Tala,Maciá,30091090,- 0,209,- 0,- 0,180,- 0,- 0,- 0,389,
ENTRE RIOS,Tala,Rosario del Tala,30091100,1.332,- 0,- 0,213,970,- 0,- 0,- 0,2.515,
ENTRE RIOS,Uruguay,1º de Mayo,30098090,- 0,- 0,- 0,26,- 0,- 0,- 0,140,166,
ENTRE RIOS,Uruguay,Basavilbaso,30098010,885,- 0,- 0,789,- 0,- 0,- 0,816,2.490,
ENTRE RIOS,Uruguay,Caseros,30098020,122,- 0,- 0,707,6,- 0,- 0,48,883,
ENTRE RIOS,Uruguay,Colonia Elía,30098030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,155,155,
ENTRE RIOS,Uruguay,Concepción del Uruguay,30098040,6.526,10.281,6,2.892,- 0,- 0,- 0,2.986,22.691,
ENTRE RIOS,Uruguay,Herrera,30098060,142,- 0,- 0,- 0,- 0,- 0,- 0,72,214,
ENTRE RIOS,Uruguay,Líbaros,30098080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,37,37,
ENTRE RIOS,Uruguay,Pronunciamiento,30098100,- 0,- 0,- 0,31,- 0,1,- 0,182,214,
ENTRE RIOS,Uruguay,Rocamora,30098110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,49,49,
ENTRE RIOS,Uruguay,Santa Anita,30098120,- 0,- 0,- 0,305,- 0,- 0,- 0,54,359,
ENTRE RIOS,Uruguay,Villa Mantero,30098130,44,- 0,- 0,196,- 0,1,- 0,33,274,
ENTRE RIOS,Uruguay,Villa San Justo,30098140,- 0,- 0,- 0,455,- 0,- 0,- 0,52,507,
ENTRE RIOS,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),30098150,- 0,- 0,- 0,- 0,- 0,- 0,- 0,43,43,
ENTRE RIOS,Uruguay,Las Moscas,30098070,- 0,- 0,- 0,7,- 0,- 0,- 0,46,53,
ENTRE RIOS,Uruguay,Estancia San Pedro,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3,
ENTRE RIOS,Victoria,Molino Doll,30105040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,10,10,
ENTRE RIOS,Victoria,Rincón de Nogoyá,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,19,19,
ENTRE RIOS,Victoria,Victoria,30105060,4.525,- 0,- 0,2,- 0,- 0,- 0,352,4.879,
ENTRE RIOS,Villaguay,Estación Raíces,30113010,44,- 0,- 0,- 0,- 0,- 0,- 0,5,49,
ENTRE RIOS,Villaguay,Ingeniero Miguel Sajaroff,30113020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,44,44,
ENTRE RIOS,Villaguay,Jubileo,30113030,- 0,- 0,- 0,16,- 0,- 0,- 0,65,81,
ENTRE RIOS,Villaguay,Villa Clara,30113060,83,- 0,- 0,49,- 0,1,- 0,68,201,
ENTRE RIOS,Villaguay,Villa Domínguez,30113070,- 0,- 0,- 0,30,- 0,- 0,- 0,114,144,
ENTRE RIOS,Villaguay,Villaguay,30113080,1.559,- 0,- 0,3.361,1,- 0,- 0,1.265,6.186,
ENTRE RIOS,Villaguay,Paso de la Laguna,30113050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39,
FORMOSA,Bermejo,Fortín Soledad,34007003,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7,
FORMOSA,Bermejo,La Rinconada,34007007,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
FORMOSA,Bermejo,Laguna Yema,34007010,- 0,- 0,- 0,- 0,- 0,2,- 0,76,78,
FORMOSA,Bermejo,Lamadrid,34007015,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7,
FORMOSA,Bermejo,Los Chiriguanos,34007020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,40,40,
FORMOSA,Bermejo,Pozo de Maza,34007030,- 0,- 0,- 0,- 0,- 0,1,- 0,16,17,
FORMOSA,Bermejo,Pozo del Mortero,34007040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,13,13,
FORMOSA,Bermejo,Vaca Perdida,34007050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5,
FORMOSA,Bermejo,Guadalcazar,34007005,- 0,- 0,- 0,- 0,- 0,- 0,- 0,14,14,
FORMOSA,Formosa,Colonia Pastoril,34014010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,75,75,
FORMOSA,Formosa,Formosa,34014020,12.387,15.722,- 0,760,- 0,5,- 0,7.630,36.504,
FORMOSA,Formosa,Gran Guardia,34014030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,69,69,
FORMOSA,Formosa,Mariano Boedo,34014040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,31,31,
FORMOSA,Formosa,Mojón de Fierro,34014050,- 0,- 0,- 0,- 0,- 0,1,- 0,29,30,
FORMOSA,Formosa,San Hilario,34014060,- 0,- 0,- 0,- 0,- 0,1,- 0,28,29,
FORMOSA,Formosa,Villa del Carmen,34014070,- 0,- 0,- 0,43,- 0,2,- 0,31,76,
FORMOSA,Laishi,Banco Payaguá,34021010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,32,32,
FORMOSA,Laishi,General Lucio Victorio Mansilla,34021020,15,- 0,- 0,- 0,- 0,2,- 0,167,184,
FORMOSA,Laishi,Herradura,34021030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,115,115,
FORMOSA,Laishi,OTROS,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,132,132,
FORMOSA,Laishi,San Francisco de Laishi,34021040,- 0,- 0,- 0,- 0,- 0,3,- 0,208,211,
FORMOSA,Laishi,Tatané,34021050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,42,42,
FORMOSA,Laishi,Villa Escolar,34021060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,102,102,
FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,34028010,210,- 0,- 0,- 0,- 0,1,- 0,252,463,
FORMOSA,Patiño,Bartolomé de las Casas,34035010,- 0,- 0,- 0,- 0,- 0,1,- 0,6,7,
FORMOSA,Patiño,Comandante Fontana,34035030,- 0,- 0,- 0,- 0,29,- 0,- 0,681,710,
FORMOSA,Patiño,Estanislao del Campo,34035050,41,- 0,- 0,- 0,- 0,- 0,- 0,157,198,
FORMOSA,Patiño,Fortín Cabo 1º Lugones,34035060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145,
FORMOSA,Patiño,Fortín Sargento 1º Leyes,34035070,- 0,- 0,- 0,- 0,- 0,1,- 0,6,7,
FORMOSA,Patiño,Ibarreta,34035080,243,- 0,- 0,- 0,- 0,3,- 0,518,764,
FORMOSA,Patiño,Juan G. Bazán,34035090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11,
FORMOSA,Patiño,Las Lomitas,34035100,483,- 0,- 0,870,- 0,5,- 0,231,1.589,
FORMOSA,Patiño,OTROS,Sin datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,44,44,
FORMOSA,Patiño,Posta Cambio Zalazar,34035110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,58,58,
FORMOSA,Patiño,Pozo del Tigre,34035120,39,- 0,- 0,- 0,- 0,- 0,- 0,190,229,
FORMOSA,Patiño,San Martín II,34035140,- 0,- 0,- 0,1,- 0,- 0,- 0,369,370,
FORMOSA,Patiño,Subteniente Perín,34035150,- 0,- 0,- 0,- 0,- 0,1,- 0,71,72,
FORMOSA,Patiño,Villa General Güemes,34035160,- 0,- 0,- 0,2,- 0,- 0,- 0,446,448,
FORMOSA,Patiño,Villa General Manuel Belgrano,34035170,- 0,- 0,- 0,1,- 0,- 0,- 0,448,449,
FORMOSA,Patiño,San Martín I,34035130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5,
FORMOSA,Pilagás,Buena Vista,34042010,- 0,- 0,- 0,3,- 0,- 0,- 0,412,415,
FORMOSA,Pilagás,El Espinillo,34042020,- 0,- 0,- 0,- 0,- 0,2,- 0,300,302,
FORMOSA,Pilagás,Misión Tacaagle,34042040,- 0,- 0,- 0,- 0,- 0,1,- 0,149,150,
FORMOSA,Pilagás,Tres Lagunas,34042060,25,- 0,- 0,- 0,- 0,- 0,- 0,97,122,
FORMOSA,Pilagás,Laguna Gallo,34042030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5,
FORMOSA,Pilcomayo,Clorinda,34049010,1.370,32,- 0,2.061,15,1,- 0,83,3.562,
FORMOSA,Pilcomayo,Laguna Blanca,34049020,54,- 0,- 0,315,- 0,- 0,- 0,630,999,
FORMOSA,Pilcomayo,Laguna Naick-Neck,34049030,106,- 0,- 0,- 0,- 0,2,- 0,363,471,
FORMOSA,Pilcomayo,Palma Sola,34049040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,18,18,
FORMOSA,Pilcomayo,Riacho He-He,34049060,- 0,- 0,- 0,1,- 0,- 0,- 0,414,415,
FORMOSA,Pilcomayo,Siete Palmas,34049080,16,- 0,- 0,1,- 0,- 0,- 0,82,99,
FORMOSA,Pilcomayo,Puerto Pilcomayo,34049050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3,
FORMOSA,Pilcomayo,Riacho Negro,34049070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3,
FORMOSA,Pirané,Colonia Campo Villafañe,34056010,- 0,- 0,- 0,52,- 0,- 0,- 0,98,150,
FORMOSA,Pirané,El Colorado,34056020,1.408,- 0,- 0,71,- 0,5,- 0,605,2.089,
FORMOSA,Pirané,Palo Santo,34056030,- 0,173,- 0,- 0,- 0,1,- 0,291,465,
FORMOSA,Pirané,Pirané,34056040,- 0,- 0,- 0,957,100,5,- 0,513,1.575,
FORMOSA,Pirané,Villa Kilómetro 213,34056050,- 0,- 0,- 0,- 0,- 0,1,- 0,230,231,
FORMOSA,Ramón Lista,El Potrillo,34063010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,20,20,
FORMOSA,Ramón Lista,El Quebracho,34063030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,12,12,
FORMOSA,Ramón Lista,General Mosconi,34063020,- 0,- 0,- 0,8,- 0,3,- 0,33,44,
FORMOSA,Ramón Lista,OTROS,Sin datos,- 0,- 0,- 0,- 0,- 0,8,- 0,- 0,8,
JUJUY,Cochinoca,Abra Pampa,38007020,- 0,- 0,- 0,- 0,- 0,3,- 0,221,224,
JUJUY,Cochinoca,Puesto del Marquéz,38007060,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Doctor Manuel Belgrano,Guerrero,38021010,89,85,- 0,2,- 0,- 0,- 0,- 0,176,
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,111,111,
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),38021060,10.364,47.173,- 0,20.538,464,4,- 0,16,78.559,
JUJUY,Doctor Manuel Belgrano,Yala,38021070,1,- 0,- 0,- 0,- 0,- 0,- 0,156,157,
JUJUY,Doctor Manuel Belgrano,La Almona,38021020,- 0,2,- 0,- 0,- 0,- 0,- 0,- 0,2,
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065,- 0,- 0,- 0,- 0,- 0,1,- 0,8,9,
JUJUY,Doctor Manuel Belgrano,León,38021030,- 0,504,- 0,- 0,- 0,- 0,- 0,- 0,504,
JUJUY,El Carmen,El Carmen,38014040,576,720,- 0,- 0,- 0,2,- 0,1,1.299,
JUJUY,El Carmen,Los Lapachos (Est. Maquinista Verón),38014050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
JUJUY,El Carmen,Manantiales,38014060,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
JUJUY,El Carmen,Monterrico,38014070,- 0,718,- 0,- 0,- 0,1,- 0,10,729,
JUJUY,El Carmen,Pampa Blanca,38014080,65,221,- 0,- 0,- 0,2,- 0,1,289,
JUJUY,El Carmen,Perico,38014090,- 0,2.034,- 0,- 0,- 0,1,- 0,11,2.046,
JUJUY,El Carmen,Puesto Viejo,38014100,- 0,88,- 0,- 0,- 0,1,- 0,- 0,89,
JUJUY,El Carmen,Aguas Calientes,38014010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,28,28,
JUJUY,Humahuaca,El Aguilar,38028020,- 0,- 0,- 0,- 0,181,1,- 0,- 0,182,
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Humahuaca,Humahuaca,38028040,354,- 0,- 0,- 0,30,2,- 0,420,806,
JUJUY,Humahuaca,Tres Cruces,38028050,- 0,- 0,- 0,5,30,- 0,- 0,- 0,35,
JUJUY,Humahuaca,Uquía (Est. Senador Pérez),38028060,3,- 0,- 0,5,40,- 0,- 0,- 0,48,
JUJUY,Ledesma,Caimancito,38035030,219,- 0,- 0,- 0,- 0,1,- 0,37,257,
JUJUY,Ledesma,Calilegua,38035040,- 0,500,- 0,- 0,- 0,1,- 0,144,645,
JUJUY,Ledesma,Chalicán,38035050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,78,78,
JUJUY,Ledesma,Fraile Pintado,38035060,678,23,- 0,- 0,- 0,1,- 0,121,823,
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,60,6.065,- 0,1.000,- 0,3,- 0,787,7.915,
JUJUY,Ledesma,Yuto,38035110,- 0,- 0,- 0,- 0,- 0,1,- 0,176,177,
JUJUY,OTROS,OTROS,Sin datos,- 0,- 0,- 0,- 0,1.085,- 0,- 0,- 0,1.085,
JUJUY,Palpalá,Carahunco,38042010,1,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,
JUJUY,Palpalá,Centro Forestal,38042020,14,- 0,- 0,- 0,- 0,- 0,- 0,- 0,14,
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,1.931,1.004,- 0,2.130,1.984,3,- 0,1,7.053,
JUJUY,Palpalá,Rio Blanco,Sin datos,- 0,58,- 0,13,- 0,- 0,- 0,- 0,71,
JUJUY,Rinconada,Liviara,38049020,- 0,- 0,- 0,- 0,- 0,5,- 0,- 0,5,
JUJUY,Rinconada,Loma Blanca,38049025,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
JUJUY,Rinconada,Nuevo Pirquitas,38049030,- 0,- 0,- 0,5,- 0,2,- 0,- 0,7,
JUJUY,Rinconada,Coyaguaima,38049007,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Rinconada,Orosmayo,38049035,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Rinconada,Rinconada,38049040,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
JUJUY,Rinconada,Lagunillas de Farallón,38049010,- 0,- 0,- 0,9,- 0,- 0,- 0,- 0,9,
JUJUY,San Antonio,Loteo Navea,38056020,1,- 0,- 0,39,- 0,- 0,- 0,- 0,40,
JUJUY,San Antonio,San Antonio,38056030,1,87,- 0,- 0,- 0,1,- 0,- 0,89,
JUJUY,San Antonio,El Ceibal,38056010,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
JUJUY,San Antonio,Los Alisos,38056017,- 0,- 0,- 0,9,- 0,- 0,- 0,- 0,9,
JUJUY,San Pedro,La Esperanza,38063070,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
JUJUY,San Pedro,La Mendieta,38063090,- 0,- 0,- 0,- 0,- 0,1,- 0,240,241,
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),38063180,6.037,1.334,- 0,1.468,- 0,1,- 0,74,8.914,
JUJUY,San Pedro,San Lucas,38063170,- 0,- 0,- 0,- 0,- 0,- 0,- 0,10,10,
JUJUY,San Pedro,Don Emilio,38063030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,37,37,
JUJUY,San Pedro,Rosario de Río Grande,38063150,- 0,- 0,- 0,- 0,- 0,- 0,- 0,54,54,
JUJUY,SANTA BARBARA,El Fuerte,38070010,- 0,- 0,- 0,- 0,- 0,5,- 0,- 0,5,
JUJUY,SANTA BARBARA,El Piquete,38070020,75,- 0,- 0,- 0,- 0,- 0,- 0,21,96,
JUJUY,SANTA BARBARA,El Talar,38070030,- 0,- 0,- 0,- 0,- 0,1,- 0,141,142,
JUJUY,SANTA BARBARA,OTROS,Sin datos,- 0,- 0,- 0,- 0,- 0,3,- 0,- 0,3,
JUJUY,SANTA BARBARA,Palma Sola,38070040,- 0,- 0,- 0,- 0,- 0,1,- 0,115,116,
JUJUY,SANTA BARBARA,Santa Clara,38070060,100,- 0,- 0,- 0,- 0,1,- 0,79,180,
JUJUY,SANTA BARBARA,Vinalito,38070070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,30,30,
JUJUY,Santa Catalina,Casira,38077010,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Ciénega,38077020,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Cieneguillas,38077030,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Cusi Cusi,38077040,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Misarrumi,38077060,- 0,- 0,- 0,- 0,- 0,5,- 0,- 0,5,
JUJUY,Santa Catalina,Oratorio,38077070,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Paicone,38077080,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Santa Catalina,Santa Catalina,38077100,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Susques,El Toro,38084030,- 0,- 0,- 0,20,- 0,2,- 0,- 0,22,
JUJUY,Susques,Huáncar,38084040,- 0,- 0,- 0,27,- 0,- 0,- 0,- 0,27,
JUJUY,Susques,Olacapato,38084055,- 0,- 0,- 0,8,- 0,- 0,- 0,1,9,
JUJUY,Susques,Olaroz Chico,38084060,- 0,- 0,- 0,30,- 0,1,- 0,5,36,
JUJUY,Susques,Pastos Chicos,38084070,- 0,- 0,- 0,22,- 0,- 0,- 0,- 0,22,
JUJUY,Susques,Puesto Sey,38084080,- 0,- 0,- 0,20,- 0,- 0,- 0,- 0,20,
JUJUY,Susques,San Juan de Quillaqués,38084090,- 0,- 0,- 0,12,- 0,5,- 0,- 0,17,
JUJUY,Susques,Susques,38084100,- 0,- 0,- 0,275,- 0,8,- 0,18,301,
JUJUY,Susques,Coranzuli,38084020,- 0,- 0,- 0,60,- 0,- 0,- 0,- 0,60,
JUJUY,Susques,Catua,38084010,- 0,- 0,- 0,70,- 0,- 0,- 0,- 0,70,
JUJUY,Susques,Jama,38084045,- 0,- 0,- 0,11,- 0,- 0,- 0,- 0,11,
JUJUY,Susques,Mina Providencia,38084050,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Tilcara,Huacalera,38094020,- 0,- 0,- 0,5,56,- 0,- 0,- 0,61,
JUJUY,Tilcara,Juella,38094030,- 0,- 0,- 0,- 0,16,- 0,- 0,- 0,16,
JUJUY,Tilcara,Maimará,38094040,- 0,- 0,- 0,5,- 0,2,- 0,506,513,
JUJUY,Tilcara,Tilcara,38094050,- 0,- 0,- 0,- 0,- 0,2,- 0,450,452,
JUJUY,Tumbaya,Bárcena,38098010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,111,111,
JUJUY,Tumbaya,Purmamarca,38098030,77,- 0,- 0,- 0,- 0,- 0,- 0,1,78,
JUJUY,Tumbaya,Volcán,38098050,1,- 0,- 0,- 0,- 0,- 0,- 0,98,99,
JUJUY,Tumbaya,El Moreno,38098020,- 0,- 0,- 0,- 0,1,- 0,- 0,- 0,1,
JUJUY,Tumbaya,Tumbaya,38098040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,342,342,
JUJUY,Valle Grande,Santa Ana,38105040,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
JUJUY,Yavi,Barrios,38112010,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Yavi,Cangrejillos,38112020,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Yavi,La Intermedia,38112040,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Yavi,La Quiaca,38112050,660,- 0,- 0,75,5,1,- 0,1,742,
JUJUY,Yavi,Pumahuasi,38112070,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
JUJUY,Yavi,Yavi Chico,38112090,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
LA PAMPA,Atreucó,Doblas,42007010,- 0,333,- 0,40,- 0,1,- 0,41,415,
LA PAMPA,Atreucó,Macachín,42007020,- 0,- 0,- 0,4,- 0,1,- 0,765,770,
LA PAMPA,Atreucó,Miguel Riglos,42007030,- 0,- 0,- 0,3,- 0,1,- 0,110,114,
LA PAMPA,Atreucó,Rolón,42007040,- 0,- 0,- 0,- 0,- 0,1,- 0,69,70,
LA PAMPA,Atreucó,Tomas M. Anchorena,42007050,- 0,- 0,1,- 0,- 0,1,- 0,- 0,2,
LA PAMPA,Caleu Caleu,La Adela,42014020,- 0,261,- 0,- 0,- 0,3,- 0,335,599,
LA PAMPA,Capital,Anguil,42021010,- 0,138,- 0,2,99,1,- 0,278,518,
LA PAMPA,Capital,Santa Rosa,42021020,1.822,45.933,67,1.054,1,3,- 0,271,49.151,
LA PAMPA,Catriló,Catriló,42028010,- 0,509,1,643,327,1,- 0,- 0,1.481,
LA PAMPA,Catriló,La Gloria,42028020,- 0,- 0,- 0,- 0,24,- 0,- 0,- 0,24,
LA PAMPA,Catriló,Lonquimay,42028030,- 0,278,- 0,1,71,1,- 0,- 0,351,
LA PAMPA,Catriló,Uriburu,42028040,- 0,90,- 0,1,94,2,- 0,137,324,
LA PAMPA,Chalileo,Santa Isabel,42049010,- 0,- 0,2,- 0,- 0,1,- 0,862,865,
LA PAMPA,Chapaleufú,Bernardo Larroude,42056010,- 0,- 0,1,57,- 0,1,- 0,530,589,
LA PAMPA,Chapaleufú,Ceballos,42056020,- 0,- 0,- 0,1,- 0,1,- 0,73,75,
LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),42056030,- 0,- 0,- 0,- 0,- 0,1,- 0,233,234,
LA PAMPA,Chapaleufú,Intendente Alvear,42056040,83,613,1,209,1,2,- 0,556,1.465,
LA PAMPA,Chapaleufú,Sarah,42056050,- 0,- 0,- 0,- 0,- 0,2,- 0,16,18,
LA PAMPA,Chapaleufú,Vértiz,42056060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,107,107,
LA PAMPA,Chical Co,La Humada,42063020,- 0,- 0,- 0,- 0,- 0,1,- 0,152,153,
LA PAMPA,Conhelo,Conhelo,42035010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,46,46,
LA PAMPA,Conhelo,Eduardo Castex,42035020,1.700,1.341,- 0,7,- 0,1,- 0,- 0,3.049,
LA PAMPA,Conhelo,Mauricio Mayer,42035030,- 0,- 0,- 0,- 0,- 0,1,- 0,30,31,
LA PAMPA,Conhelo,Monte Nievas,42035040,- 0,- 0,- 0,- 0,- 0,1,- 0,45,46,
LA PAMPA,Conhelo,Rucanelo,42035050,- 0,- 0,- 0,1,- 0,- 0,- 0,26,27,
LA PAMPA,Conhelo,Winifreda,42035060,- 0,192,2,693,2,- 0,- 0,195,1.084,
LA PAMPA,Curacó,Gobernador Duval,42042010,- 0,- 0,- 0,- 0,- 0,1,- 0,83,84,
LA PAMPA,Curacó,Puelches,42042020,- 0,- 0,- 0,- 0,- 0,1,- 0,68,69,
LA PAMPA,Guatraché,Alpachiri,42070010,- 0,- 0,- 0,2,- 0,1,- 0,- 0,3,
LA PAMPA,Guatraché,General Manuel J. Campos,42070020,- 0,- 0,- 0,2,- 0,1,- 0,- 0,3,
LA PAMPA,Guatraché,Guatraché,42070030,- 0,239,- 0,2,- 0,1,- 0,278,520,
LA PAMPA,Guatraché,Santa Teresa,42070050,- 0,- 0,- 0,2,- 0,- 0,- 0,- 0,2,
LA PAMPA,Guatraché,Perú,42070040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39,
LA PAMPA,Hucal,Abramo,42077010,- 0,- 0,- 0,1,- 0,1,- 0,64,66,
LA PAMPA,Hucal,Bernasconi,42077020,48,- 0,- 0,1,- 0,1,- 0,603,653,
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),42077030,- 0,- 0,- 0,2,- 0,- 0,- 0,826,828,
LA PAMPA,Hucal,Jacinto Arauz,42077050,631,- 0,- 0,2,- 0,2,- 0,76,711,
LA PAMPA,Limay Mahuida,La Reforma,42091010,- 0,- 0,- 0,- 0,- 0,1,- 0,65,66,
LA PAMPA,Limay Mahuida,Limay Mahuida,42091020,- 0,- 0,- 0,- 0,- 0,1,- 0,16,17,
LA PAMPA,Loventué,Carro Quemado,42098010,- 0,- 0,- 0,1,- 0,1,- 0,50,52,
LA PAMPA,Loventué,Luan Toro,42098030,- 0,- 0,- 0,- 0,- 0,1,- 0,67,68,
LA PAMPA,Loventué,Telén,42098040,- 0,- 0,- 0,1,- 0,1,- 0,198,200,
LA PAMPA,Loventué,Victorica,42098050,- 0,- 0,- 0,2,- 0,1,- 0,482,485,
LA PAMPA,Loventué,Loventué,42098020,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
LA PAMPA,Maracó,Agustoni,42105010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,29,29,
LA PAMPA,Maracó,Dorila,42105020,- 0,- 0,- 0,1,- 0,- 0,- 0,53,54,
LA PAMPA,Maracó,General Pico,42105030,2.640,- 0,91,13.641,- 0,1,- 0,3.015,19.388,
LA PAMPA,Maracó,Speluzzi,42105040,- 0,- 0,- 0,1,- 0,- 0,- 0,41,42,
LA PAMPA,OTROS,OTROS,Sin datos,- 0,1,- 0,- 0,- 0,- 0,- 0,- 0,1,
LA PAMPA,Puelén,25 de Mayo,42112020,- 0,- 0,- 0,1.027,- 0,- 0,- 0,950,1.977,
LA PAMPA,Puelén,Puelén,42112010,- 0,- 0,1,- 0,- 0,2,- 0,131,134,
LA PAMPA,Puelén,Casa De Piedra,42112005,- 0,- 0,- 0,- 0,- 0,- 0,- 0,47,47,
LA PAMPA,Quemú Quemú,Colonia Barón,42119010,- 0,- 0,2,550,- 0,1,- 0,249,802,
LA PAMPA,Quemú Quemú,Miguel Cané,42119030,- 0,- 0,- 0,1,105,1,- 0,- 0,107,
LA PAMPA,Quemú Quemú,Quemú Quemú,42119040,- 0,- 0,1,2,113,1,- 0,143,260,
LA PAMPA,Quemú Quemú,Relmo,42119050,- 0,- 0,- 0,- 0,26,- 0,- 0,- 0,26,
LA PAMPA,Quemú Quemú,Villa Mirasol,42119060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,250,250,
LA PAMPA,Rancul,Caleufú,42126010,- 0,350,- 0,2,- 0,1,- 0,- 0,353,
